"id","label","type"
"523","21a.
De was vrogger een man gewes en die heitte Mol. En ok één die heitte Bartels. Die Bartels her bi'j een boer as dagloner gewark.
En wanneer at Mol örges gepassierd was, en de kleine blage of de grote jonges die wazzen 'm tegegekomme, dan harre ze 'm uutgescholde veur: ""Jantje lief, twee emmers vol sni'jbone is nog mao wind"". En daor was de Mol dan zo ondeugend oaver geworre.
Op een kier had den boer gres gekoch um te maeje en te hööje. Now harre den arrebeier en Mol daor hen gemot en maeje dat gres af. Den eersten middag was de vrouw van den arrebeier gekomme. Die had 't eaten ien een pötje gehad. En toe kwam de meid van den boer en broch veur Mol 't eate met een juk ien twee emmers. Ien den enen emmer zat soep en ien den andere zatte sni'jbone. Mol had allebei de emmers leaggeëate en toe harre ze met de vingers nog uutgelek. Daornao harre tegen Bartels gezeid: ""Now eers mor is een betje röste"". ""'s Goed"" had dèn gezeid. Mao dèn Bartels dèn had Mol niet vetrouwd. Dèn had alles van 'm gewette hoe die zaak stong. Hi'j har net gedaon ofte geslaope had. Mor hi'j had niet geslaope, mao de hand veur de oge geholden en deur de vingers gekekke of de Mol wel sliep. De Mol lei achteroaver op de rug met de mond los. De liep 'm een mol midden uut de mond en ging 't gres ien. Neave de wei hadde kalver geweid. 't Ene kalf begon nog hadder te rennen ad 't andere. Een uur daornao kwam de mol weerum en liep weer ien de mond van de Mol. De Mol stong op en zei: ""Bartels, wat bun 'k toch slech"". Hi'j ging de weer liggen en kotsen alles uut 't lief; bloed en van alles. Hi'j wier der krank van en zei op 't les: ""Ik gao op huus aan"". En hi'j mattere op huus aan. Bartels begon te maeje.
Hette een hötje gemaejd, toe kump ten boer bi'j um, die de wei met de kalver toeheure. Dèn had gevraog: ""Man, het gi'j die kalver niet zien lopen hen ende weer?"" ""Jao"", had Bartels gezeid, ""zo tussen twalef en éen uur, ien de middagslaop, toe hemme de kalver merakels deur de wei gelope, mor anders hek ter niks aan gezien"". ""Now"", had den boer gezeid, ""dan gaot is met mien"". Bartels geet met den boer nao de wei en daor had van 't beste kalf 't vel geleage. De but en 't vleis was ter af. 's Goed. Dat had gin mins daor gezien. Dat verblif. 
Zo op een dag ws Bartels van den boer nao huus toe gegaon nao den arbeid. Hi'j doch: ""Ik gao mor 't veld oaver, des te eerder buk tuus. De maon was moai helder gewes. Vrogger harre ze allemaoll een schei op zied gehad veur 't mes. En die had Bartels ook gehad.. Now isse op 't veld en door denkte: ""Wat is dat? Wat kump taor aan?"" En daor kump een ploeg regelrech op um aan, met de stat veuruut. Bartels trik 't mes van leer. Toe de ploeg veur um kwam sneeje met 't mes oaver de stat.m 
En daor stong Mol veur um. Mol begon te klagen en te karmen en vroeg hi'j zol toch ien Godsnaam niks van 'm zegge. Hi'j wol 'm een mud rog geve en een mud weit. ""Nee"", zeit Bartels, ""ik het van ow niks neudig, van zon weerwolf as gi'j zunt. Ik zal ow waarschouwe: de eerste kier ak ow weer ontmoet en gi'j mien wilt aanrande, dan steak ik ow kepot"". Toe harre gezeid: ""Ik zal ow noait meer aanrande"".
Zo op een kier was Mol doodgegaon en ien de kis geleid. Gin mins had de kis op könne beure um 'm weg te drage, zo zwaor wasse gewes.
Ze hielen den domeneer, want Mol was protestant. Den domeneer har 'm ook niet weg könne kriege. 
Toe ginge ze nao de pestoor. De pestoor kump en hi'j het een touw bi'j zich. Hi'j geet achter de kis en mik 't koord ter aan vas. Hi'j pakken 'm vas en trik 'm weg. En toe harre ze de kis op könne vatte en op de wage zette en nor 't kerkhof brenge.","content"
"524","geo10609","place"
"528","touw","keyword"
"529","nl.verhalenbank.13228","story"
"530","De Weerwolf
De weerwolf kwam op verschillende gedaantes voort, maar meestal in de vorm van een mens meer op 'n gedrocht lijkend, klein van gestalte. Ook kwam hij voor als 'n soort ruigharige dier op 'n hond gelijkend. Het is vroeger veel gebeurd dat op eenzame landwegen in de late donkere avond wanneer iemand huiswaarts keerde eensklaps besprongen werd door de weerwolf, deze sprong dan op de rug, sloeg de armen of voorpoten om de hals en liet zich dan meerijden. Wanneer deze rit zo enige tijd geduurd had, liet hij los en verdween weer gewoonlijk in 'n of op 'n soort van knoteik. De knoteiken waren wel de plaatsen waar de weerwolf zich op hield, deze staan ook nu nog langs vele wegen. Zo is hier in Tungelroy 't Pleumerstraatje, daar dorst vroeger nooit iemand in de avonduren door te gaan want was er niet de weerwolf dan was 't toch 'n soort gedrog dat de wandelaar besprong. En volgens de legende moet hier de oorzaak gelegen hebben omdat hier 'n kasteel heeft gelegen dat in 'n nacht verzonken is en aan de soort grachten die volgens mijn weten hier lagen en nu nog gedeeltelijk te zien zijn, kan hier wel sprake van zijn geweest. Ook gebeurde het dat in de avond 'n voerman huiswaarts keerde, de weerwolf bij hem op de kar sprong en zo meereed, 't paard was dan op korten tijd nat van zweet van de zware last die 't moest trekken. Wie de weerwolf was dat wist niemand, evenmin waar hij vandaan kwam. ","content"
"531","geo3054","place"
"532","Tungelroy","place"
"533","51.2131008","place"
"534","5.7310347","place"
"538","paard","keyword"
"539","verdwijnen","keyword"
"540","beest","keyword"
"541","grijpen","keyword"
"542","boom","keyword"
"543","hals","keyword"
"544","wagen","keyword"
"545","kasteel","keyword"
"546","zweet","keyword"
"547","voerman","keyword"
"548","verzinken","keyword"
"549","ruig","keyword"
"550","gracht","keyword"
"551","monster","keyword"
"552","gedrocht","keyword"
"553","eik","keyword"
"554","wandelaar","keyword"
"555","nl.verhalenbank.70655","story"
"556","De ouwe Henk van Zoele hier uit IJsselstein, het Koninkie, zoas die werd genoemd, die heb me wel is verteld, dat ie de mense heb hore zegge datte ze de weerwolf hadde gezien. Dat was in de griende in Kapel[1]. Daar had ie vroeger gewoond.

[1] Lopikerkapel","content"
"557","geo40469","place"
"558","geo42698","place"
"559","Lopikerkapel","place"
"560","51.9919862","place"
"561","5.0458469","place"
"565","wonen","keyword"
"566","oude","keyword"
"567","heten","keyword"
"568","oud","keyword"
"569","horen zeggen","keyword"
"570","genoemd","keyword"
"571","FOAF","keyword"
"572","griende","keyword"
"573","nl.verhalenbank.70484","story"
"574","Als de boel in de war zit met 't haar, dan spreke ze van de weerwolf.","content"
"575","geo37664","place"
"576","Reeuwijk","place"
"577","52.0459962","place"
"578","4.7235288","place"
"582","in de war","keyword"
"583","biijnaam","keyword"
"584","nl.verhalenbank.49660","story"
"585","De grötvoader van de lange Hend zèj, dattie ’t volgende mitgemak het. Hé’j mos meddn kameroad altied hoephout [wilgetakken] houwe [kappen] ien de ward. Hé’j verdoch zien werkkameroad ervan, dattie ’n werwolf was. Op ’n oavend, toe we nor huus gienge, zèj hé’j: “We motte mèrvroeg bar betieds on de geng. Aanders komme we mèr nie op tied kloar”. Ik doch: “Dor zit wat achter”. Ik miek ’soaves mien hiep [bijl] nog vliemschèrp. En smèrs was ik er heel vroeg uut. Ik noom ’n half roggebrood en gieng nor de ward. Ik zag onderweg gin mins. Toe ik goed en wel op ’t wèrk was, kwam d’r iets on. Potdome! ’t Was ’n werwolf ! En ik doch drek: “Dor hèjjet al! Dat issie, mien kameroad!” Mar vördettie op mien kos springe, sloeg ik de hiep dör ’t brood hin en gaf de werwolf dormee zon klap ien den èrm, dattie bloeide as ’n rund. Toe stond inens mien kameroad bé’j mien. Zonder vel! En hé’j zèj: “Wat zie’k blé’j, daj da gedoan hè. Nou zie ’k ter van af!” Hend had ers de hiep dur ’t brood geslagen, umdadat ’n bezonder krach gif. Ik hè lotter nog joare mitte kjel gewerk, maar ik zie nooit mer iets on ’m gewoar geworre.","content"
"586","geo35311","place"
"590","klap","keyword"
"591","snee","keyword"
"592","ochtend","keyword"
"593","bijl","keyword"
"594","slaan","keyword"
"595","brood","keyword"
"596","vriend","keyword"
"597","slijpen","keyword"
"598","kracht","keyword"
"599","vroeg","keyword"
"600","werk","keyword"
"601","bloed","keyword"
"602","roggebrood","keyword"
"603","beroep","keyword"
"604","wond","keyword"
"605","magisch","keyword"
"606","verwond","keyword"
"607","nl.verhalenbank.126322","story"
"608","Vroeger verdachte ze iemand, dat ie kon weerwolven. Een ouwe boer. Die ken weerwolven. De mensen, die daar 's avonds altijd passeerden, waren daar erg bang voor. Een was d'r zo bang, die nam een mes mee. Dat mes was met een dubbeltie geslepen. Als je een mes had met een dubbeltie geslepen was, daar kon de weerwolf vast en zeker niks tegen beginnen. Daar waren mensen zo bang voor, de weerwolf, een zwarte hond, klaar vuur, die ogen.","content"
"609","geo45730","place"
"610","Beusichem","place"
"611","51.9476422","place"
"612","5.2879361000000245","place"
"616","dubbeltje","keyword"
"617","nl.verhalenbank.31531","story"
"618","Der wienen twa mannen oan 't meanen. Der roan in merry mei in fôlle njonken har yn 't lân.
Doe gong de iene ynienen oer de sleat en snapte de fôle. Dy makke er dea en iet dêr in grou stik samar rou fan op.
Doe sei syn kammeraed: ""Giet dat hjir sa?""
""Ja,"" sei de oare, ""ik ha tiden, dan mat ik hwat forskuorre om op to iten. It is in gelok dat dy fôle hjir roan, oars hie 'k dy opiten.""
Dy man wie in wearwolf.

","content"
"619","geo18931","place"
"620","Garyp","place"
"621","53.1673127","place"
"622","5.9703906","place"
"626","sterven","keyword"
"627","vlees","keyword"
"628","jong","keyword"
"629","overlijden","keyword"
"630","bloeddorstig","keyword"
"631","veulen","keyword"
"632","rauw","keyword"
"633","nl.verhalenbank.125606","story"
"634","Opoe kwam van Vuren. Die geloofde in de weerwolf. Een soort wolf, as 't hard waaide en donker was. Die mense konde weerwolve, dat werd van sommige mensen gezegd.","content"
"635","geo44928","place"
"636","Oosterwijk","place"
"637","51.878744","place"
"638","5.07867069999998","place"
"639","geo44929","place"
"643","maan","keyword"
"644","opa","keyword"
"645","geloof","keyword"
"646","waaien","keyword"
"647","opoe","keyword"
"648","nl.verhalenbank.125790","story"
"649","Tusse twaalf en één niet in 't paardepad, want dan kom je de weerwolve tege.","content"
"650","geo45269","place"
"651","geo45270","place"
"655","gevaarlijk","keyword"
"656","verbieden","keyword"
"657","weerhouden","keyword"
"658","niet","keyword"
"659","pad","keyword"
"660","kinderschrik","keyword"
"661","paardenpad","keyword"
"662","paardepad","keyword"
"663","nl.verhalenbank.70737","story"
"664","Van de weerwolf heb ik nooit gehoord. Wel van de wolf in de staart bij 't paard. Dan is de staartwortel heel slap.","content"
"665","geo40540","place"
"666","Arkel","place"
"667","51.8657393","place"
"668","4.9974993","place"
"672","staart","keyword"
"673","slap","keyword"
"674","staartwortel","keyword"
"675","nl.verhalenbank.69826","story"
"676","De weerwolf moet eens in het jaar zijne menschelijke woning verlaten en dan in de gedaante van een zwarten wolf of een plaagbeest rondzwerven, meest in woedende razernij, vooral op het zien van iets roods. Hij kan daarbij wel een ongeluk krijgen, ook soms door menschen worden geslagen met harde of scherpe voorwerpen. Hiervan kan hij een teeken aan zijn lichaam overhouden en het kan ook invloed uitoefenen op zijn karakter en geaardheid, zoodat hij in het vervolg altijd beschouwd wordt als een zonderling, een <<rare vent>>, van wien men geen hoogte kan krijgen.","content"
"677","jaarlijks","keyword"
"678","zonderling","keyword"
"679","rood","keyword"
"680","karakter","keyword"
"681","razernij","keyword"
"682","plaagbeest","keyword"
"683","geaardheid","keyword"
"684","lichamelijk letsel","keyword"
"685","zwarte wolf","keyword"
"686","rare vent","keyword"
"687","nl.verhalenbank.49788","story"
"688","Van alle bovennatuurlijke wezens was de weerwolf wel het onverdraaglijkst. Heksen, spoken en duivels konden wild te keer gaan, maar de weerwolf was een echt, zij het ongevaarlijk, plaagbeest. Heel wat wandelaars kregen wel eens met hem te doen. Als men over de hei of door de bossen wandelde, kon hij je onverwachts op je rug springen, met volle geweld, en niemand, hoe sterk ook, kon hem afschudden.
Zo was er eens een man uit Best, die op een mooie zomeravond van Liempde, waar hij op bezoek geweest was, naar huis terugging. Toen hij op de grens van Liempde en Best kwam zag hij op enkele meters afstand een grote zwartharige hond staan. Hij wilde net doen of hij het dier niet zag en liep gewoon door. Maar nauwelijks was hij de hond voorbij of het dier sprong hem op de rug.
Nu wist de man uit Best genoeg. Ongetwijfeld had hij met een weerwolf te doen. Hij wilde de hond van zich afschudden, maar dat kreeg hij niet klaar. Toen wilde hij zijn mes nemen, maar daar was geen kwestie van. De weerwolf hield hem zodanig omkneld, dat hij geen vin verroeren kon. Dus worstelde hij langzaam vooruit, met het gevaarte op zijn rug van links naar rechts over de weg slingerend. Hij zweette over zijn gehele lichaam en de harige huid van de wolf kriebelde hem onaangenaam.
Eindelijk kwam hij bij een boerderij aan en dacht: ‘Daar moet ik zien binnen te komen.’
Op hetzelfde moment dat hij dit dacht sprong de hond van zijn rug en verdween in de duisternis. De man heeft nog uren rillend bij de boer gezeten, alvorens hij zijn weg naar Best durfde te vervolgen.","content"
"692","heks","keyword"
"693","ongevaarlijk","keyword"
"694","bezoek","keyword"
"695","lichaam","keyword"
"696","spook","keyword"
"697","bos","keyword"
"698","onverwacht","keyword"
"699","vervolgen","keyword"
"700","zweten","keyword"
"701","onmogelijk","keyword"
"702","bovennatuurlijk","keyword"
"703","hei","keyword"
"704","doorlopen","keyword"
"705","wild","keyword"
"706","duisternis","keyword"
"707","slingeren","keyword"
"708","afschudden","keyword"
"709","kriebelen","keyword"
"710","rillen","keyword"
"711","harige","keyword"
"712","onverdraaglijk","keyword"
"713","zwartharige","keyword"
"714","omknellen","keyword"
"715","nl.verhalenbank.13272","story"
"716","Mijn vader herinnert zich, dat zijn grootvader hem vertelde over weerwolven, die er in zijn jonge jaren (80 à 90 jaar geleden geweest waren. Mijn overgrootvader heeft zijn kleinzoon (mijn vader) het volgende verhaal verteld:
Een kind van zijn zuster was ernstig ziek. Op een dag kwam er een bedelaar aan de deur, die het zieke kind betoverde. Want in de daaropvolgende nacht stierf het. Toen men het kussen openmaakte vond men daarin rode rozen.","content"
"717","geo3098","place"
"718","Ammerstol","place"
"719","51.9273544","place"
"720","4.8077745","place"
"721","Schilt, overgrootvader van C.","person unknown_gender narrator"
"724","ziekte","keyword"
"725","betoveren","keyword"
"726","kind","keyword"
"727","zuster","keyword"
"728","bedelaar","keyword"
"729","kussen","keyword"
"730","overgrootvader","keyword"
"731","openmaken","keyword"
"732","kleinzoon","keyword"
"733","rozen","keyword"
"734","nl.verhalenbank.34632","story"
"735","In wjerwolf is in minske dy mat soms hwat forskuorre.","content"
"736","geo21792","place"
"737","De Westereen","place"
"738","53.255278","place"
"739","6.035556","place"
"743","behoefte","keyword"
"744","moord","keyword"
"745","nl.verhalenbank.35898","story"
"746","Weerwolven.

Mijn vader ging eens op een nacht naar het dorp (IJzendijke) terug langs een donker pad, toen er een groote zwarte hond op hem afkwam. 't Beest rook aan 'm en volgde 'm dan tot huis. Toen was 't in eenen verdwenen.
Den volgenden dag zei een vriend tegen 'm: ""Je was niet erg bang voor dien hond."" ""Hoe weet je dat?"" vroeg hij. ""Nou, ik was het toch zelf.""
","content"
"747","geo22902","place"
"748","IJzendijke","place"
"749","51.3217174","place"
"750","3.6167632","place"
"751","volgen","keyword"
"752","volgende","keyword"
"753","zelf","keyword"
"754","ruiken","keyword"
"755","weten","keyword"
"756","dorp","keyword"
"757","bekennen","keyword"
"758","teruggaan","keyword"
"759","nl.verhalenbank.125779","story"
"760","Hier in mijn buurt woont iemand, die noemde ze Peerke de Weerwolver.","content"
"761","geo45247","place"
"762","Veen","place"
"763","51.7793516","place"
"764","5.107795500000066","place"
"765","geo45248","place"
"769","buurt","keyword"
"770","gestalte","keyword"
"771","nadoen","keyword"
"772","weerwolver","keyword"
"773","nl.verhalenbank.70438","story"
"774","De weerwolf, daar wier vroeger ok al over gepraat. Dan riepe ze: ""Vrouw, haal je kat in huis, want 't begint te weerwolve!""","content"
"775","geo37622","place"
"776","Leerbroek","place"
"777","51.9085296","place"
"778","5.0509421","place"
"782","kat","keyword"
"783","gevaar","keyword"
"784","nl.verhalenbank.22635","story"
"785","274.
Iemand wier gevolg deur een groten hond. Hi'j goaie der met een steen op. De hond bleef staon gromme, mao kwam later weer nao. Dat ging zo tot bi'j huus. Toe verandere de hond ien een keal.
","content"
"786","geo10861","place"
"787","51.9411937","place"
"788","6.1298591","place"
"792","gooien","keyword"
"793","steen","keyword"
"794","nl.verhalenbank.128026","story"
"795","Vroeger azzie Willeskop doorging of Blokland, moezie nooit midden op de weg lopen, want dan wier ie an de kant gezet door de weerwolf.","content"
"796","geo47654","place"
"797","Oudewater","place"
"798","52.02416299999999","place"
"799","4.868416799999977","place"
"800","geo47655","place"
"801","52.0311654","place"
"802","4.931637599999931","place"
"806","doorgaan","keyword"
"807","midden","keyword"
"808","gezet","keyword"
"809","op de weg","keyword"
"810","aan de kant","keyword"
"811","nl.verhalenbank.126390","story"
"812","De weerwolf dat was een zwarte hond. Bij Scherpenzeel is 't Spokebos.
Daar zatte ze altijd, daar hebbe ze de asem van de weerwolf
gehoord. Zulke dingen werden verteld, bepaalde mensen zouden in
een weerwolf veranderen.","content"
"813","geo45820","place"
"814","Buurmalsen","place"
"815","51.8927468","place"
"816","5.293555500000025","place"
"817","geo45821","place"
"818","Scherpenzeel","place"
"819","52.0789297","place"
"820","5.488064500000064","place"
"824","asem","keyword"
"825","nl.verhalenbank.50474","story"
"826","Doar het ik ok wel es van gehörd. Voader vertelde d’rover. Hé’j zei: “Och da’s mar bedonderderé’j”. Iemand deej ’n vel um en dan kroop ie soaves as er minse langs kwame over de weg, of van den enne kant van den diek nor den aandre kant. Um de minse bang te make. Voader zag ok es ’n keer zo’n werwolf. Mar hé’j groop zien stok en sloeg de werwolf op zien bliksem. Die krijste ’t uut, deej zien vel af, en toe zag voader wel, wie ’t was. Hé’j het gin las mer gehad van werwolve.","content"
"827","geo35880","place"
"828","Milder, A. Th.","person unknown_gender narrator"
"831","persoon","keyword"
"832","foppen","keyword"
"833","stok","keyword"
"834","aanvallen","keyword"
"835","verkleed","keyword"
"836","ontmaskeren","keyword"
"837","weerwolverij","keyword"
"838","vermomming","keyword"
"839","nep","keyword"
"840","bedonderen","keyword"
"841","wolvenvel","keyword"
"842","nl.verhalenbank.127577","story"
"843","Vroeger had je hier een oude man, daar geloofden ze van dat hij kon weerwolven. Wat dat was, weet ik niet, maar de mensen kregen de raad, dat ze hem maar moesten ontlopen.","content"
"844","geo47294","place"
"845","Rossum","place"
"846","51.8018021","place"
"847","5.335490899999968","place"
"848","geo47295","place"
"852","ontlopen","keyword"
"853","oude man","keyword"
"854","nl.verhalenbank.70383","story"
"855","De weerwolf. De koeie hadde de wolf in de staart, dat zeje ze as 't onderste gedeelte van de staart helemaal slap hing.","content"
"856","geo37573","place"
"857","Polsbroek","place"
"858","51.9765277","place"
"859","4.850949","place"
"863","koeien","keyword"
"864","slappe staart","keyword"
"865","nl.verhalenbank.43408","story"
"866","De weerwolf van den oversten Hof

Op den Overste Hof te Schaesberg diende een knecht die des morgens nooit at. Werd hem dan gevraagd waarom, dan antwoordde hij steeds dat hij geen appetijt had. De mensen van de hoeve wisten niet wat zij ervan denken moesten. Zo werd de knecht dan ook stilaan
ervan verdacht een weerwolf te zijn. Hoe dat te bewijzen? Er werd echter op hem gelet.
Op zekere dag was er op de hoeve een veulen gestorven en begraven.
De avond van die dag ging de verdachte knecht naar een grote holle wilg die eenzaam in het veld stond, en kroop daarin. Kort daarna sprong er een hond uit de wilg. Dat alles had een andere knecht gezien. Hij volgde de hond van zo nabij mogelijk en zag nu, hoe deze liep naar de plaats waar het veulen begraven lag. Hij begon het veulen met de poten uit de grond te trekken en verslond het. Daarna liep de hond naar de boom terug en wat later kroop er de knecht weer uit. De ander wist nu genoeg.
De volgende morgen was de knecht weer present: als gewoonlijk at hij niet.
'Zeg mij nu toch eens, waarom eet je niet?' vroeg de andere knecht, die de avond tevoren heel zijn doen en laten had bespied.
'Ik heb geen appetijt!' antwoordde de gewezen weerwolf.
Dat zou men anders niet gezegd hebben, toen ik je gisterenavond bezig zag met dat veulen uit te graven en te verslinden,' verweet de andere hem daarop. 'Het kwam mij voor dat je toen een geweldige appetijt had!'
Als enig antwoord hierop gaf de knecht die uit weerwolven ging een geweldige schreeuw, vluchtte weg en werd nooit meer gezien.

","content"
"867","bewijzen","keyword"
"868","begraven","keyword"
"869","opeten","keyword"
"870","trek","keyword"
"871","wegvluchten","keyword"
"872","bespieden","keyword"
"873","bespioneren","keyword"
"874","ontbijten","keyword"
"875","appetijt","keyword"
"876","holle wilg","keyword"
"877","nl.verhalenbank.125535","story"
"878","De weerwolf, ja, die kan weervolve, zee ze dan, dat ie gekke dinge dee.","content"
"879","geo44782","place"
"880","Andel","place"
"881","51.7851101","place"
"882","5.05489090000003","place"
"883","geo44783","place"
"887","zee","keyword"
"888","gek","keyword"
"889","gek doen","keyword"
"890","nl.verhalenbank.41522","story"
"891","Weerwolven

In de Hurzemannen, das bij de Piuskerk nou, waar later 'n vloeiwei gemaokt is, was ok iets. da viel onder Putte, onder Zesgehuchten; da was laag gelege. Daor groeide veul riet enzo. Dar zate altij honde in; da noemde ze wirwolve; dar durrufde wij overdag wel nar toe. 't Is 'n kir gebeurd, echt gebeurd, toen had de vader van de kapper en de schoenmaker uit Geldrop er kalvere lope. Twee of drie zijn er door de hunde kapot gebete. da was dor de wirwolve, 't waore vijf hunde, die hebbe ze ok afgemaokt. de honde ware behekst door wirwolve, zeije ze.
","content"
"892","geo28056","place"
"893","Geldrop","place"
"894","51.4228919","place"
"895","5.5571356","place"
"899","riet","keyword"
"900","schoenmaker","keyword"
"901","afmaken","keyword"
"902","kalveren","keyword"
"903","kapper","keyword"
"904","hondsdolheid","keyword"
"905","behekst","keyword"
"906","doodgebeten","keyword"
"907","nl.verhalenbank.126525","story"
"908","D'r woonde iemand in Waardenburg, die was daar komen wonen, hij kwam eigenlijk uit Culemborg. Die man kon weerwolven was 't algemeen gezegde. Dan was 't een soort van zwarte hond. Dan later had ie 't haar tussen z'n vingers.","content"
"909","geo45934","place"
"910","5.129609200000004","place"
"911","geo45935","place"
"912","Waardenburg","place"
"913","51.8316905","place"
"914","5.257014700000013","place"
"918","vingers","keyword"
"919","nl.verhalenbank.13258","story"
"920","De Weerwolf
Mijn grootvader heeft mij het volgende verteld: De weerwolf is een beest dat zich op hield in het dichtste van het bos en alleen op pad ging als het buiten donker was, zodat nog nooit een mens het beest te zien heeft gekregen. Wel kon men het soms bij stille avonden door het bos heen horen klepperen. Goede mensen zou het geen kwaad doen, maar kon hij mensen, die slechte dingen deden, ongenadig straffen. ","content"
"921","geo3084","place"
"922","Oldeberkoop","place"
"923","52.9386406","place"
"924","6.1307136000000355","place"
"925","vertonen","keyword"
"926","zichtbaar","keyword"
"927","slechte","keyword"
"928","straffen","keyword"
"929","goede","keyword"
"930","klepperen","keyword"
"931","sleche","keyword"
"932","nl.verhalenbank.46388","story"
"933","'n Oom ontmoette op 'n donkere avond 'n weerwolf die hem wilde bespringen. De oom echter trok z'n mes. De weerwolf bleef naast hem lopen. Het mes in de hand zei de oom: ""Manneke nou kom je maar."" De weerwolf keek de oom lachend aan, bleef naast hem lopen tot dicht bij huis en verdween toen plotseling.","content"
"934","geo32367","place"
"935","Nederweert","place"
"936","51.2865631","place"
"937","5.7527014","place"
"941","lachen","keyword"
"942","dreigen","keyword"
"943","meelopen","keyword"
"944","oom","keyword"
"945","aankijken","keyword"
"946","verwijnen","keyword"
"947","nl.verhalenbank.127571","story"
"948","Dat was een zwarte hond, zo iets als een kwaadaardige zwarte hond. Hier was een man, die kon weerwolven. Daar werd over verteld. D'r waren wel eens mensen voor op de loop gegaan. ","content"
"949","geo47285","place"
"953","vluchten","keyword"
"954","kwaadaardig","keyword"
"955","nl.verhalenbank.69265","story"
"956","Weerwolven:
Een knecht op een boerderij in Kessel-Hout beklaagde zich bij zijn boer, dat hij iedere avond weer de weerwolf moest dragen. De boer zei: “Ik zal je eens het geweer laden en meegeven. Je let dan goed op, en schiet hem zijn gat vol hagel.” De knecht ging de volgende avond met het geweer uit. Hij ontmoette een hem bekende jager, die hem vroeg, waarom hij ’s avonds met het geweer op stap was. 
“Om de weerwolf neer te schieten!” “Laat mij eens zien, of het wel goed geladen is?” Er bleek geen hagel, doch spurrie-zaad in te zitten. De jager laadde het opnieuw met zware hagel. De knecht ging verder, ontmoette de weerwolf, en schoot hem neer. Hij liet hem liggen. ’s Anderendaags bleek hij zijn eigen boer doodgeschoten te hebben!
","content"
"957","geo36521","place"
"958","Kessel","place"
"959","51.2926693","place"
"960","6.0540036","place"
"961","geo42478","place"
"962","51.2960609","place"
"963","6.0471755","place"
"967","blijken","keyword"
"968","achterste","keyword"
"969","liggen","keyword"
"970","meegeven","keyword"
"971","beklagen","keyword"
"972","ontmoeten","keyword"
"973","klagen","keyword"
"974","geweer","keyword"
"975","schieten","keyword"
"976","jager","keyword"
"977","opletten","keyword"
"978","opnieuw","keyword"
"979","hagel","keyword"
"980","laden","keyword"
"981","zware","keyword"
"982","neerschieten","keyword"
"983","spurrie-zaad","keyword"
"984","nl.verhalenbank.26442","story"
